location_code,sample_type,sample_location,sampling_freq,sampling_date,isotope_name,value,units,graph_value,comment
5941-002,WATER,"HUDSON RIVER, BUCHANAN INLET",MONTHLY,2012-07-30,ZIRCONIUM-95,<3,pCi/L,0,
5941-002,WATER,"HUDSON RIVER, BUCHANAN INLET",MONTHLY,2012-08-27,ZIRCONIUM-95,<2,pCi/L,0,
5941-002,WATER,"HUDSON RIVER, BUCHANAN INLET",MONTHLY,2012-09-24,ZIRCONIUM-95,<1.9,pCi/L,0,
5941-002,WATER,"HUDSON RIVER, BUCHANAN INLET",MONTHLY,2012-09-27,ZIRCONIUM-95,<3,pCi/L,0,
5941-002,WATER,"HUDSON RIVER, BUCHANAN INLET",MONTHLY,2012-10-29,ZIRCONIUM-95,<3,pCi/L,0,
5941-002,WATER,"HUDSON RIVER, BUCHANAN INLET",MONTHLY,2012-11-26,ZIRCONIUM-95,<2,pCi/L,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2011-12-23,BERYLLIUM-7,60+/-8,pCi/1000M3,60,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-03-30,BERYLLIUM-7,62+/-6,pCi/1000M3,62,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-07-09,BERYLLIUM-7,91+/-11,pCi/1000M3,91,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-09-27,BERYLLIUM-7,73+/-8,pCi/1000M3,73,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2011-12-23,CESIUM-134,<0.06,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-03-30,CESIUM-134,<0.04,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-07-09,CESIUM-134,<0.05,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-09-27,CESIUM-134,<0.05,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2011-12-23,CESIUM-137,<0.06,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-03-30,CESIUM-137,<0.04,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-07-09,CESIUM-137,<0.04,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-09-27,CESIUM-137,<0.05,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2011-12-23,GROSS BETA,9.6+/-1.3,pCi/1000M3,9.6,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-06,GROSS BETA,8.3+/-0.9,pCi/1000M3,8.3,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-13,GROSS BETA,8.9+/-1.2,pCi/1000M3,8.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-20,GROSS BETA,7.4+/-1,pCi/1000M3,7.4,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-27,GROSS BETA,8.4+/-1.1,pCi/1000M3,8.4,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-03,GROSS BETA,9+/-1.2,pCi/1000M3,9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-10,GROSS BETA,6.9+/-1,pCi/1000M3,6.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-16,GROSS BETA,8.4+/-1.2,pCi/1000M3,8.4,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-24,GROSS BETA,10.6+/-1.3,pCi/1000M3,10.6,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-02,GROSS BETA,6.9+/-1.1,pCi/1000M3,6.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-09,GROSS BETA,7.9+/-1.1,pCi/1000M3,7.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-16,GROSS BETA,8.1+/-1.2,pCi/1000M3,8.1,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-23,GROSS BETA,9+/-1.2,pCi/1000M3,9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-30,GROSS BETA,7.5+/-1.1,pCi/1000M3,7.5,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-05,GROSS BETA,5.6+/-1.1,pCi/1000M3,5.6,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-12,GROSS BETA,6.8+/-1.1,pCi/1000M3,6.8,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-19,GROSS BETA,7.9+/-1.2,pCi/1000M3,7.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-27,GROSS BETA,5.9+/-0.9,pCi/1000M3,5.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-05-04,GROSS BETA,5.2+/-0.9,pCi/1000M3,5.2,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-05-10,GROSS BETA,5.7+/-1.1,pCi/1000M3,5.7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-05-25,GROSS BETA,4.5+/-0.6,pCi/1000M3,4.5,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-06-07,GROSS BETA,5.4+/-0.7,pCi/1000M3,5.4,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-06-19,GROSS BETA,5.6+/-0.7,pCi/1000M3,5.6,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-07-09,GROSS BETA,9.5+/-0.9,pCi/1000M3,9.5,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-07-19,GROSS BETA,10.7+/-1.2,pCi/1000M3,10.7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-08,GROSS BETA,7+/-0.7,pCi/1000M3,7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-16,GROSS BETA,6.9+/-1,pCi/1000M3,6.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-22,GROSS BETA,8.2+/-1.3,pCi/1000M3,8.2,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-31,GROSS BETA,9.6+/-1.2,pCi/1000M3,9.6,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-07,GROSS BETA,8.9+/-1.2,pCi/1000M3,8.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-13,GROSS BETA,6.7+/-1.2,pCi/1000M3,6.7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-21,GROSS BETA,6.3+/-1,pCi/1000M3,6.3,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-27,GROSS BETA,6.7+/-1.1,pCi/1000M3,6.7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-05,GROSS BETA,6.5+/-1,pCi/1000M3,6.5,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-12,GROSS BETA,9.6+/-1.3,pCi/1000M3,9.6,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-19,GROSS BETA,5.9+/-1,pCi/1000M3,5.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-31,GROSS BETA,9.1+/-1,pCi/1000M3,9.1,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-07,GROSS BETA,2.8+/-0.7,pCi/1000M3,2.8,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-16,GROSS BETA,10.7+/-1.2,pCi/1000M3,10.7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-21,GROSS BETA,16.3+/-1.9,pCi/1000M3,16.3,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-30,GROSS BETA,12.4+/-1.3,pCi/1000M3,12.4,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-12-07,GROSS BETA,13.7+/-1.5,pCi/1000M3,13.7,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-12-17,GROSS BETA,7.9+/-0.9,pCi/1000M3,7.9,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2011-12-23,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-06,IODINE-131,<2,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-13,IODINE-131,<6,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-20,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-01-27,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-03,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-10,IODINE-131,<5,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-16,IODINE-131,<8,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-02-24,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-02,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-09,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-16,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-23,IODINE-131,<5,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-03-30,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-05,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-12,IODINE-131,<2,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-19,IODINE-131,<0.04,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-04-27,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-05-04,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-05-10,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-05-25,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-06-07,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-06-19,IODINE-131,<1.7,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-07-09,IODINE-131,<1.9,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-07-19,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-08,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-16,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-22,IODINE-131,<5,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-08-31,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-07,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-13,IODINE-131,<8,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-21,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-09-27,IODINE-131,<5,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-05,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-12,IODINE-131,<5,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-19,IODINE-131,<6,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-10-31,IODINE-131,<1.6,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-07,IODINE-131,<2,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-16,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-21,IODINE-131,<6,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-11-30,IODINE-131,<4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-12-07,IODINE-131,<3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",WEEKLY,2012-12-17,IODINE-131,<2,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2011-12-23,RUTHENIUM-106,<0.6,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-03-30,RUTHENIUM-106,<0.4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-07-09,RUTHENIUM-106,<0.4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-09-27,RUTHENIUM-106,<0.5,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2011-12-23,ZIRCONIUM-95,<0.3,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-03-30,ZIRCONIUM-95,<0.2,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-07-09,ZIRCONIUM-95,<0.4,pCi/1000M3,0,
5951-001,AIR,"CORTLANDT, NYU METEOROLOGICAL TOWER",QUARTERLY,2012-09-27,ZIRCONIUM-95,<0.3,pCi/1000M3,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2011-12-23,CESIUM-137,<1.3,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-01-27,CESIUM-137,<1.5,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-02-24,CESIUM-137,<0.8,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-03-09,CESIUM-137,<1.7,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-03-30,CESIUM-137,<1.6,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-04-05,CESIUM-137,<0.8,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-04-12,CESIUM-137,<0.9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-04-27,CESIUM-137,<0.9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-05-25,CESIUM-137,<0.8,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-06-19,CESIUM-137,<1.2,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-07-19,CESIUM-137,<1.3,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-07-19,CESIUM-137,<1.2,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-08-16,CESIUM-137,<0.8,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-08-22,CESIUM-137,<1,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-08-31,CESIUM-137,<0.8,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-09-07,CESIUM-137,<0.9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-09-13,CESIUM-137,<0.9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-09-27,CESIUM-137,<1,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-10-05,CESIUM-137,<0.8,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,MONTHLY,2012-10-31,CESIUM-137,<0.9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2011-12-23,GROSS ALPHA,<0.4,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-06,GROSS ALPHA,<5,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-13,GROSS ALPHA,<6,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-20,GROSS ALPHA,<1.1,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-27,GROSS ALPHA,<0.6,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-02-03,GROSS ALPHA,<3,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-02-16,GROSS ALPHA,<10,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-02-24,GROSS ALPHA,<9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-03-02,GROSS ALPHA,<13,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-03-09,GROSS ALPHA,<40,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-03-16,GROSS ALPHA,<11,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-03-23,GROSS ALPHA,<3,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-03-30,GROSS ALPHA,<16,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-04-05,GROSS ALPHA,<60,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-04-12,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-04-19,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-04-27,GROSS ALPHA,<16,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-05-07,GROSS ALPHA,<17,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-05-10,GROSS ALPHA,<4,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-05-25,GROSS ALPHA,<4,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-06-19,GROSS ALPHA,<5,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-07-09,GROSS ALPHA,<13,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-07-19,GROSS ALPHA,<30,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-08-08,GROSS ALPHA,<19,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-08-16,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-08-22,GROSS ALPHA,<19,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-08-31,GROSS ALPHA,<30,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-09-07,GROSS ALPHA,<40,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-09-13,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-09-21,GROSS ALPHA,<30,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-10-05,GROSS ALPHA,<30,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-10-12,GROSS ALPHA,<40,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-10-19,GROSS ALPHA,<30,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-10-31,GROSS ALPHA,<4,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-11-07,GROSS ALPHA,<16,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-11-16,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-11-21,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-11-30,GROSS ALPHA,<17,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-12-07,GROSS ALPHA,<20,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-12-17,GROSS ALPHA,<10,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2011-12-23,GROSS BETA,2+/-1.4,pCi/L,2,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-06,GROSS BETA,10+/-7,pCi/L,10,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-13,GROSS BETA,15+/-8,pCi/L,15,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-20,GROSS BETA,<1.9,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-01-27,GROSS BETA,<1.3,pCi/L,0,
5951-002,WATER,HUDSON RIVER AT VERPLANK DOWNSTREAM OF INDIAN PT,WEEKLY,2012-02-03,GROSS BETA,3.6+/-1.9,pCi/L,3.6,
